申報種類,交易標的種類,土地數量,建物數量,車位數量,幾房,幾廳,幾衛,有無隔間,建物型態,房地總價,土地總價,建物總價,車位總價,有無管理組織,交易日期,備註欄,行政區代碼,代表段號,土地移轉面積,代表地號都市土地使用分區,代表地號非都市土地使用分區,代表地號非都市土地使用地,建物移轉面積,代表建號主要用途,代表建號主要建材,代表建號總層數,代表建號建築完成日期,代表建號屋齡,代表建號層次,車位總價格,車位總持分面積,代表地號或門牌,行政區,地段,代表地號,代表建號,特殊交易態樣說明
買賣,房地(土地+建物),1,1,,2,2,2,有,住宅大樓(11層含以上有電梯),"3,700,000",,,,有,1080622,土地交易日期108/09/15,楠梓區,藍田西段,7.77,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,80.54,見其他登記事項,見其他登記事項,15,1110406,0,十層;,,,大學十七街406號十樓,楠梓區,藍田西段,1180000,2720000,
買賣,土地,1,0,,,,,有,,"3,700,000",,,,無,1110908,,楠梓區,楠都段二小段,46,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,楠都段二小段 1076-0 地號,楠梓區,楠都段二小段,10760000,,0401.未登記建物
買賣,房地(土地+建物),1,1,,2,2,2,有,住宅大樓(11層含以上有電梯),"3,680,000",,,,有,1080412,1.土地交易日為108年9月7日,楠梓區,藍田西段,7.89,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,81.57,見其他登記事項,見其他登記事項,15,1110406,0,三層;,,,大學十七街402號三樓,楠梓區,藍田西段,1180000,2700000,
買賣,房地(土地+建物),1,1,,2,1,1,有,住宅大樓(11層含以上有電梯),"3,680,000",,,,有,1090530,,楠梓區,援中段二小段,12.43,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,81,見其他登記事項,見其他登記事項,15,1110330,0,四層;,,,大學二十一路96號四樓,楠梓區,援中段二小段,650000,378000,
買賣,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"3,660,000",,,,有,1080419,土地交易日期108年9月10日,楠梓區,藍田西段,7.82,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,81.1,見其他登記事項,見其他登記事項,15,1110406,0,八層;,,,大學十七街396號八樓,楠梓區,藍田西段,1180000,2666000,
買賣,房地(土地+建物),1,1,,2,1,2,有,公寓(5樓含以下無電梯),"3,650,000",,,,無,1110525,陽台增建,楠梓區,楠都段二小段,34.6,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,73.42,無建物主要用途資料,鋼筋混凝土造,5,730608,38,二層;,,,興楠路151巷65弄18之2號,楠梓區,楠都段二小段,5200000,839000,0301.陽台外推0304.其他增建
買賣,房地(土地+建物),1,1,,2,2,2,有,住宅大樓(11層含以上有電梯),"3,600,000",,,,有,1080304,"1.土地交易日為108年9月7日
2.原蘇華鴻於109年10月21日轉讓予胡漢彥",楠梓區,藍田西段,7.89,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,81.57,見其他登記事項,見其他登記事項,15,1110406,0,六層;,,,大學十七街402號六樓,楠梓區,藍田西段,1180000,2703000,
買賣,房地(土地+建物),1,1,,2,2,2,有,住宅大樓(11層含以上有電梯),"3,580,000",,,,有,1080329,,楠梓區,藍田西段,7.77,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,80.54,見其他登記事項,見其他登記事項,15,1110406,0,七層;,,,大學十七街406號七樓,楠梓區,藍田西段,1180000,2717000,
買賣,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"3,580,000",,,,有,1090416,,楠梓區,藍田西段,7.82,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,81.1,見其他登記事項,見其他登記事項,15,1110406,0,四層;,,,大學十七街396號四樓,楠梓區,藍田西段,1180000,2662000,
買賣,房地(土地+建物),1,1,,2,2,2,有,住宅大樓(11層含以上有電梯),"3,560,000",,,,有,1081031,,楠梓區,藍田西段,6.98,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,76.24,見其他登記事項,見其他登記事項,15,1110406,0,六層;,,,大學十七街412號六樓,楠梓區,藍田西段,1180000,2755000,
買賣,房地(土地+建物),1,1,,2,2,2,有,住宅大樓(11層含以上有電梯),"3,550,000",,,,有,1080305,,楠梓區,藍田西段,7.44,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,76.97,見其他登記事項,見其他登記事項,15,1110406,0,十層;,,,大學十七街400號十樓,楠梓區,藍田西段,1180000,2694000,
買賣,房地(土地+建物),1,1,,2,2,2,有,住宅大樓(11層含以上有電梯),"3,550,000",,,,有,1080610,"1.原買方為劉惠玉110年6月5日轉讓予陳盈如
2.土地交易日期為108年9月11日",楠梓區,藍田西段,7.19,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,74.53,見其他登記事項,見其他登記事項,15,1110406,0,九層;,,,大學十七街410號九樓,楠梓區,藍田西段,1180000,2745000,
買賣,房地(土地+建物),3,1,,4,2,3,有,透天厝,"3,540,000",,,,無,1110808,,楠梓區,加昌段,62.81,其他-市場用地,無使用分區資料,無土地編定使用地類別資料,151.16,無建物主要用途資料,鋼筋混凝土造,3,731220,38,一層;二層;三層;屋頂突出物;,,,樂群路179巷14號,楠梓區,加昌段,8230000,3079000,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,房地(土地+建物),1,1,,3,2,2,有,公寓(5樓含以下無電梯),"3,500,000",,,,無,1110624,買賣價金由雙方自行交付。,楠梓區,和平段五小段,24.66,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,83.07,無建物主要用途資料,鋼筋混凝土造,5,740216,37,五層;,,,德民路496巷11號五樓之2,楠梓區,和平段五小段,4870000,205000,
買賣,房地(土地+建物),1,1,,3,2,1,有,公寓(5樓含以下無電梯),"3,500,000",,,,無,1110625,,楠梓區,清豐段,17.98,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,55.8,住家用,鋼筋混凝土造,5,711109,40,四層;,,,清泰路181巷29號四樓之一,楠梓區,清豐段,1850000,718000,
買賣,房地(土地+建物),1,1,,2,2,2,有,住宅大樓(11層含以上有電梯),"3,430,000",,,,有,1080116,土地交易日期為108年9月9日,楠梓區,藍田西段,7.89,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,81.57,見其他登記事項,見其他登記事項,15,1110406,0,五層;,,,大學十七街402號五樓,楠梓區,藍田西段,1180000,2702000,
買賣,房地(土地+建物),2,1,,3,2,1,有,公寓(5樓含以下無電梯),"3,400,000",,,,無,1110714,,楠梓區,和平段一小段,26.9,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,84.75,無建物主要用途資料,鋼筋混凝土造,5,680806,43,二層;,,,加仁路40之2號,楠梓區,和平段一小段,5550000,167000,
買賣,房地(土地+建物),1,1,,2,2,2,有,住宅大樓(11層含以上有電梯),"3,380,000",,,,有,1080225,原承買人愛迪生數位行銷公司110年11月5日予黃新翔,楠梓區,藍田西段,7.19,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,74.53,見其他登記事項,見其他登記事項,15,1110406,0,八層;,,,大學十七街410號八樓,楠梓區,藍田西段,1180000,2744000,
買賣,房地(土地+建物),1,1,,2,2,2,有,住宅大樓(11層含以上有電梯),"3,360,000",,,,有,1080116,土地交易日期為108年9月9日,楠梓區,藍田西段,7.89,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,81.57,見其他登記事項,見其他登記事項,15,1110406,0,四層;,,,大學十七街402號四樓,楠梓區,藍田西段,1180000,2701000,
買賣,房地(土地+建物),1,1,,2,1,1,有,公寓(5樓含以下無電梯),"3,300,000",,,,無,1110610,,楠梓區,莒光段一小段,20.06,其他-第五種商業區,無使用分區資料,無土地編定使用地類別資料,35.18,無建物主要用途資料,加強磚造,4,600201,51,一層;,,,後昌路886巷36號,楠梓區,莒光段一小段,3660000,1058000,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,房地(土地+建物),1,8,,,,,無,華廈(10層含以下有電梯),"3,300,000",,,,無,1110830,,楠梓區,和平段二小段,56.77,其他-第五種商業區,無使用分區資料,無土地編定使用地類別資料,377.14,商業用,鋼筋混凝土造,8,791213,32,地下層;,,,加昌路298號地下一層之14,楠梓區,和平段二小段,5120000,1080000,
買賣,土地,1,0,,,,,有,,"3,290,000",,,,無,1110715,,楠梓區,楠梓段三小段,47,其他-道路用地,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,楠梓段三小段 1159-0 地號,楠梓區,楠梓段三小段,11590000,,0604.(包含)公共設施保留地(用地)0704.協議價購
買賣,房地(土地+建物),1,1,,3,2,2,有,公寓(5樓含以下無電梯),"3,200,000",,,,無,1110817,,楠梓區,楠都段二小段,23,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,64.92,無建物主要用途資料,鋼筋混凝土造,5,700801,41,四層;,,,興楠路151巷66弄23之4號,楠梓區,楠都段二小段,4780000,520000,
買賣,房地(土地+建物),1,1,,3,2,2,有,住宅大樓(11層含以上有電梯),"3,200,000",,,,有,1110626,,楠梓區,和平段五小段,8.46,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,112.54,住家用,鋼筋混凝土造,19,850112,26,十九層;,,,德賢路267巷7號十九樓,楠梓區,和平段五小段,1020000,2347000,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,房地(土地+建物),1,1,,3,1,2,有,公寓(5樓含以下無電梯),"3,200,000",,,,無,1110815,,楠梓區,藍昌段一小段,19.3,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,62.56,見其他登記事項,鋼筋混凝土造,5,710227,40,四層;,,,元昌街91巷12號四樓之1,楠梓區,藍昌段一小段,2350000,670000,0102.傢俱設備費0504.含租約
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,有,住宅大樓(11層含以上有電梯),"3,200,000",,,,有,1110706,,楠梓區,芎蕉段,4.32,其他-商業區(特),無使用分區資料,無土地編定使用地類別資料,39.54,見其他登記事項,見其他登記事項,15,1080816,3,十四層;,0,2.65,創新路793號十四樓,楠梓區,芎蕉段,880000,2148000,
買賣,房地(土地+建物),1,1,,3,2,2,有,公寓(5樓含以下無電梯),"3,120,000",,,,無,1110625,,楠梓區,楠都段二小段,23,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,64.92,無建物主要用途資料,鋼筋混凝土造,5,700801,41,三層;,,,興楠路151巷56弄18之3號,楠梓區,楠都段二小段,4760000,473000,
買賣,土地,2,0,,,,,有,,"3,116,800",,,,無,1110610,,楠梓區,右昌段五小段,64.43,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,右昌段五小段 835-0 地號,楠梓區,右昌段五小段,8350000,,0201.親友、員工、共有人或其他特殊關係間之交易0401.未登記建物
買賣,房地(土地+建物),1,1,,3,2,1,有,公寓(5樓含以下無電梯),"3,050,000",,,,無,1110713,,楠梓區,和平段一小段,28.13,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,73,無建物主要用途資料,鋼筋混凝土造,4,680430,43,三層;,,,德信街38號三樓,楠梓區,和平段一小段,6290000,58000,
買賣,房地(土地+建物),1,1,,1,0,1,有,華廈(10層含以下有電梯),"3,000,000",,,,有,1110704,,楠梓區,德昌段,10.68,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,65.16,見使用執照,見使用執照,9,930629,18,九層;,,,藍昌路360巷59號九樓之10,楠梓區,德昌段,350000,1207000,
買賣,房地(土地+建物),1,1,,3,2,2,有,華廈(10層含以下有電梯),"2,940,000",,,,有,1110827,,楠梓區,和平段五小段,15.25,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,92.36,住家用,鋼筋混凝土造,8,830705,28,五層;,,,惠民路36巷1號五樓,楠梓區,和平段五小段,4010000,1335000,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,房地(土地+建物),1,1,,4,1,1,有,公寓(5樓含以下無電梯),"2,900,000",,,,無,1110710,,楠梓區,加昌段,22.74,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,70.92,無建物主要用途資料,鋼筋混凝土造,5,701224,41,五層;,,,樂群路127巷1號五樓之2,楠梓區,加昌段,12050000,2672000,
買賣,土地,1,0,,,,,有,,"2,870,000",,,,無,1110715,,楠梓區,楠梓段三小段,41,其他-道路用地,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,楠梓段三小段 75-0 地號,楠梓區,楠梓段三小段,750000,,0604.(包含)公共設施保留地(用地)0704.協議價購
買賣,土地,1,0,,,,,有,,"2,870,000",,,,無,1110715,,楠梓區,楠梓段三小段,41,其他-道路用地,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,楠梓段三小段 75-0 地號,楠梓區,楠梓段三小段,750000,,0604.(包含)公共設施保留地(用地)0704.協議價購
買賣,房地(土地+建物),1,1,,2,2,2,有,公寓(5樓含以下無電梯),"2,850,000",,,,無,1110719,,楠梓區,清豐段,24.09,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,81.65,住家用,鋼筋混凝土造,5,730820,38,五層;,,,土庫路26號五樓,楠梓區,清豐段,2690000,705000,
買賣,房地(土地+建物),1,1,,3,2,1,有,公寓(5樓含以下無電梯),"2,800,000",,,,無,1110709,,楠梓區,和平段五小段,18.98,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,75.04,無建物主要用途資料,鋼筋混凝土造,5,701224,41,二層;,,,惠民路9巷13號二樓,楠梓區,和平段五小段,4480000,107000,
買賣,房地(土地+建物),1,1,,3,2,2,有,透天厝,"2,800,000",,,,無,1110525,,楠梓區,右昌段六小段,55,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,71.14,無建物主要用途資料,加強磚造,2,681023,43,一層;二層;,,,右昌忠義八巷42之1號,楠梓區,右昌段六小段,8200000,839000,0304.其他增建
買賣,土地,1,0,,,,,有,,"2,799,000",,,,無,1110620,,楠梓區,後勁段三小段,99.5,其他-第二種特定商業專用區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,後勁段三小段 210-0 地號,楠梓區,後勁段三小段,2100000,,0702.地清或未辦繼承標售
買賣,建物,0,1,,4,2,1,有,透天厝,"2,750,000",,,,無,1110701,,楠梓區,油舍段,,-,無使用分區資料,無土地編定使用地類別資料,68.59,住家用,磚造,1,571126,54,一層;,,,宏毅二路南四巷15之5號,楠梓區,油舍段,,425000,
買賣,土地,5,0,,,,,有,,"2,650,000",,,,無,1110625,,楠梓區,楠都段二小段,86.5,其他-公園用地,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,楠都段二小段 739-0 地號,楠梓區,楠都段二小段,7390000,,0201.親友、員工、共有人或其他特殊關係間之交易0604.(包含)公共設施保留地(用地)
買賣,房地(土地+建物),1,1,,3,1,3,有,公寓(5樓含以下無電梯),"2,650,000",,,,無,1110516,,楠梓區,藍昌段三小段,25.97,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,51.09,無建物主要用途資料,鋼筋混凝土造,5,700523,41,二層;,,,後昌路1083號二樓之4,楠梓區,藍昌段三小段,1460000,320000,0301.陽台外推
買賣,房地(土地+建物),1,1,,1,1,1,有,住宅大樓(11層含以上有電梯),"2,650,000",,,,有,1110526,,楠梓區,清豐段,7.53,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,56.94,住家用,鋼筋混凝土造,15,850205,26,四層;,,,旗楠路126巷111號四樓,楠梓區,清豐段,4060000,295000,0102.傢俱設備費
買賣,房地(土地+建物),1,1,,2,1,2,有,公寓(5樓含以下無電梯),"2,600,000",,,,無,1110326,,楠梓區,和平段五小段,17.37,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,64.39,無建物主要用途資料,鋼筋混凝土造,5,701224,40,五層;,,,惠民路9巷1號五樓,楠梓區,和平段五小段,4500000,9000,
買賣,房地(土地+建物),1,1,,3,1,2,有,公寓(5樓含以下無電梯),"2,500,000",,,,無,1110630,,楠梓區,楠都段二小段,25.2,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,67.55,無建物主要用途資料,鋼筋混凝土造,5,701230,41,四層;,,,興楠路151巷64之4號,楠梓區,楠都段二小段,4660000,594000,
